BOE_IUDAJLT,BOE_IUDAMIJ,BOE_IUDED3A,BOE_IUDED3O,BOE_IUDERB3,BOE_IUDGR1M,BOE_IUDGR1W,BOE_IUDGR2W,BOE_IUDGR3M,BOE_IUDGRON,BOE_IUDLER3,BOE_IUDLIIF,BOE_IUDLIZC,BOE_IUDLNIF,BOE_IUDLNPY,BOE_IUDLNZC,BOE_IUDLRIF,BOE_IUDLRZC,BOE_IUDMIIF,BOE_IUDMIZC,BOE_IUDMNIF,BOE_IUDMNPY,BOE_IUDMNZC,BOE_IUDMRIF,BOE_IUDMRZC,BOE_IUDSIIF,BOE_IUDSIZC,BOE_IUDSNIF,BOE_IUDSNPY,BOE_IUDSNZC,BOE_IUDSOIA,BOE_IUDSRIF,BOE_IUDSRZC,BOE_IUDVCDA,BOE_IUDVNEA,BOE_IUDVSMA,BOE_IUDVWKA,BOE_IUDVWLA,BOE_IUDVYRA,BOE_XUDLADD,BOE_XUDLADS,BOE_XUDLBK25,BOE_XUDLBK26,BOE_XUDLBK27,BOE_XUDLBK33,BOE_XUDLBK34,BOE_XUDLBK35,BOE_XUDLBK47,BOE_XUDLBK48,BOE_XUDLBK49,BOE_XUDLBK63,BOE_XUDLBK64,BOE_XUDLBK65,BOE_XUDLBK66,BOE_XUDLBK68,BOE_XUDLBK69,BOE_XUDLBK72,BOE_XUDLBK73,BOE_XUDLBK74,BOE_XUDLBK75,BOE_XUDLBK76,BOE_XUDLBK78,BOE_XUDLBK83,BOE_XUDLBK85,BOE_XUDLBK87,BOE_XUDLBK89,BOE_XUDLBK93,BOE_XUDLBK95,BOE_XUDLBK97,BOE_XUDLCDD,BOE_XUDLCDS,BOE_XUDLDKD,BOE_XUDLDKS,BOE_XUDLERD,BOE_XUDLERS,BOE_XUDLGBD,BOE_XUDLHDD,BOE_XUDLHDS,BOE_XUDLJYD,BOE_XUDLJYS,BOE_XUDLNDD,BOE_XUDLNDS,BOE_XUDLNKD,BOE_XUDLNKS,BOE_XUDLSER,BOE_XUDLSFD,BOE_XUDLSFS,BOE_XUDLSGD,BOE_XUDLSGS,BOE_XUDLSKD,BOE_XUDLSKS,BOE_XUDLSRD,BOE_XUDLSRS,BOE_XUDLTWD,BOE_XUDLTWS,BOE_XUDLUSS,BOE_XUDLZRD,BOE_XUDLZRS,COM_AG_EFP,COM_AG_EIB,COM_AG_GBP,COM_AG_USD,COM_AL_LME,COM_AU_EFP,COM_AU_EGL,COM_AU_EIB,COM_AU_LAM,COM_AU_LPM,COM_AU_MPL,COM_AU_PHL,COM_AU_ZAR,COM_BEEF_C,COM_BEEF_S,COM_BONE_MEAL,COM_BRAN,COM_BUTTER,COM_CHEESE_BLK,COM_CHEESE_BRL,COM_CHKN_A,COM_CHKN_NTL,COM_COAL_CAPP,COM_COAL_POWD,COM_COCOA,COM_COFFEE_BRZL,COM_COFFEE_CLMB,COM_COPPER,COM_CORN_2,COM_CORN_FEED,COM_CORN_OIL,COM_COTTON,COM_CTNSD_MEAL,COM_DIESEL_ULS,COM_EGGS,COM_FUELOIL,COM_GAS_CR,COM_GREASE,COM_HIDES,COM_HOGS,COM_HOMINY,COM_MILK,COM_OATS,COM_OIL_BRENT,COM_OIL_WTI,COM_PA_EFP,COM_PL_EFP,COM_PL_EIB,COM_SORGHUM,COM_SOYB_1,COM_SOYB_MEAL,COM_SOYB_OIL,COM_TALLOW_B,COM_WHEAT_2,COM_WHEAT_KC,COM_WHEAT_MN,FRED_DFF,FRED_DGS10,FRED_DGS30,FRED_DGS5,FRED_DPRIME,FRED_DTB3,FRED_T10YIE,FRED_T5YIE,FRED_T5YIFR,FRED_TEDRATE,OPEC_ORB,RICI_RICI,RICI_RICIA,RICI_RICIE,RICI_RICIM,valueDate
-1.8642,0.485,0.32,0.37,0.221,0.46,0.46,0.46,0.46,0.455,0.1486,4.2164,3.5042,4.4476,3.2593,3.492,0.2312,-0.0122,3.6697,3.0328,4.2624,2.4864,2.5626,0.5927,-0.4702,3.0996,2.6282,2.929,1.3287,1.3529,0.4295,-0.1706,-1.2754,0.525,0.46,0.575,0.475,0.475,0.85,1.0913,1.6555,30.2868,26.022,19.9662,340.927,292.92,224.753,5.045,4.3346,3.3259,130.85,59.497,3.6358,3.1688,1.2353,33.0625,30.985,6.1328,1135,1.928,7.46,5.5151,4.8068,50.1525,47.0011,9.3028,1721.68,2.9246,90.251,1.0549,1.6002,5.7239,8.6826,0.7673,1.1639,0.6592,7.7532,11.7608,100.4,152.297,1.2897,1.9563,6.0781,9.2199,0.8592,0.9478,1.4377,1.2702,1.9268,6.6727,10.1218,3.7502,5.6887,30.02,45.5373,1.5169,9.903,15.0219,23.4,19.5,12.9121,19.62,1792.5,1349.43,1306.52,1255.28,1260.75,1252.5,1306.52,1306.52,1294.07,181.47,169.85,453,143,1.5,166.25,165,1.0551,1.051,66.15,10.3,2203,1.1757,1.4566,3.142,6.755,152.3,40,83.22,340,2.904,1.035,2.762,2.717,0.47,101,97.92,190,171,3.8375,102.92,98.06,794,1470,1370,9.96,15.69,528.5,0.4675,0.455,6.63,5.91,8.9575,0.1,2.48,3.47,1.38,3.25,0.03,2.04,1.82,2.26,0.24,100.63,3484.22,1072.06,809.36,2125.41,"2013-07-02 00:00:00"
-1.8419,0.485,0.33,0.38,0.222,0.455,0.455,0.455,0.455,0.455,0.1486,4.2248,3.5169,4.4569,3.2672,3.5004,0.232,-0.0165,3.6645,3.0508,4.2569,2.4961,2.5709,0.5924,-0.4799,3.1215,2.6674,2.9247,1.3535,1.3823,0.4286,-0.1968,-1.2852,0.525,0.46,0.575,0.475,0.475,0.85,1.1025,1.6822,30.6548,26.06,20.091,346.402,294.48,227.029,5.0725,4.3122,3.3245,129.33,60.257,3.6384,3.1855,1.2302,33.158,31.085,6.1306,1142,1.948,7.4605,5.5515,4.8604,50.5925,47.4295,9.3541,1742.46,2.9723,91.9401,1.0534,1.6073,5.7517,8.7759,0.771,1.1763,0.6554,7.7549,11.8324,99.71,152.137,1.2882,1.9655,6.1081,9.3197,0.8501,0.9484,1.4471,1.2727,1.9419,6.7037,10.2285,3.7507,5.7228,30.06,45.8655,1.5258,10.086,15.3892,23.76,19.8,12.8197,19.55,1774.5,1346.74,1315.65,1252.78,1246,1250,1315.65,1315.65,1303.12,181.72,170.71,453,143,1.525,166.5,165.5,1.0625,1.051,66.15,10.3,2250,1.2063,1.4869,3.174,6.765,152.3,39,84.39,340,2.954,1.035,2.833,2.776,0.47,101,99.6,190,171,3.915,104.18,99.61,790,1462,1362,9.96,15.8,532.1,0.4705,0.455,6.695,6.005,9.0525,0.1,2.52,3.49,1.42,3.25,0.05,2.04,1.83,2.25,0.22,102.24,3516.31,1078.46,823,2121.97,"2013-07-03 00:00:00"
-1.9769,0.485,0.33,0.38,0.222,0.465,0.465,0.465,0.465,0.465,0.1486,4.2312,3.5622,4.4754,3.2782,3.5153,0.2442,-0.0468,3.7134,3.1315,4.3082,2.4911,2.5713,0.5947,-0.5602,3.1925,2.7592,2.9226,1.3212,1.3449,0.4288,-0.2699,-1.4143,0.525,0.46,0.575,0.475,0.475,0.85,1.0898,1.6419,30.1588,25.849,20.0178,342.727,293.75,227.484,4.9886,4.2757,3.3112,129.14,60.137,3.6386,3.184,1.2349,33.2063,31.085,6.1256,1139.84,1.942,7.4603,5.4819,4.797,50.0286,46.8327,9.2288,1717.28,2.9258,90.6024,1.0514,1.584,5.7774,8.7042,0.7744,1.1667,0.6637,7.7541,11.6823,100.01,150.675,1.2729,1.9178,6.1045,9.197,0.8571,0.9563,1.4408,1.2714,1.9155,6.6723,10.0526,3.7503,5.6502,30.029,45.2417,1.5066,10.0035,15.0713,NULL,NULL,12.9056,19.57,1767.5,NULL,NULL,NULL,1249.5,1251.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.15,10.3,2250,NULL,NULL,NULL,NULL,NULL,NULL,84.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.39,NULL,NULL,NULL,NULL,"2013-07-04 00:00:00"
-1.9978,0.485,0.33,0.38,0.217,0.46,0.46,0.46,0.46,0.46,0.1414,4.1964,3.5963,4.4595,3.3448,3.578,0.2631,-0.0183,3.763,3.2227,4.4138,2.5845,2.679,0.6508,-0.5438,3.3057,2.8479,3.0686,1.3959,1.4183,0.4287,-0.2371,-1.4296,0.525,0.46,0.57,0.475,0.475,0.845,1.103,1.6416,30.122,25.977,20.2392,342.918,295.73,230.409,5.0013,4.3131,3.3604,129.52,60.362,3.663,3.1885,1.2342,33.323,31.26,6.1324,1142.35,1.9672,7.4591,5.4516,4.7454,49.5946,46.5243,9.1269,1700.16,2.9278,89.8368,1.0589,1.576,5.8115,8.6493,0.7791,1.1596,0.6719,7.7547,11.5413,100.91,150.184,1.299,1.9334,6.2505,9.3026,0.8624,0.9616,1.4311,1.281,1.9065,6.7947,10.1126,3.7503,5.5816,30.118,44.8246,1.4883,10.162,15.1241,22.56,18.8,12.9041,19.32,1743,1306.62,1273.55,1215.46,1232.75,1212.75,1273.55,1273.55,1261.42,180.79,170.11,453,139,1.525,166.5,167,1.0566,1.0368,66.15,10.3,2214,1.1745,1.4553,3.08,6.705,152.3,39,83.68,340,2.998,1.035,2.878,2.825,0.47,101,99.61,190,171,3.9275,105.54,101.09,775,1415,1315,9.7538,15.79,530.6,0.4706,0.455,6.65,5.935,8.985,0.1,2.73,3.68,1.6,3.25,0.04,2.07,1.87,2.27,0.23,103.2,3509.66,1069.79,835.64,2061.1,"2013-07-05 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.15,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-07-06 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.15,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-07-07 00:00:00"
-1.996,0.485,0.32,0.37,0.217,0.46,0.46,0.46,0.46,0.46,0.1407,4.2353,3.6001,4.4976,3.3562,3.596,0.2623,-0.0041,3.7672,3.2091,4.4384,2.5834,2.6771,0.6712,-0.532,3.2971,2.8195,3.0679,1.3756,1.3995,0.429,-0.2291,-1.4199,0.525,0.46,0.57,0.475,0.475,0.845,1.0957,1.6367,30.1593,25.974,20.1897,342.105,294.63,229.017,5.0083,4.3133,3.3527,130.05,60.683,3.6688,3.2095,1.2408,33.2899,31.425,6.1337,1148.39,1.9513,7.4592,5.4805,4.7944,49.7285,46.9427,9.1625,1715.46,2.9149,90.6483,1.056,1.5775,5.7981,8.6611,0.7773,1.1611,0.6694,7.756,11.5859,101.09,151.008,1.2804,1.9127,6.1489,9.1852,0.8612,0.9645,1.4408,1.28,1.9121,6.7831,10.1326,3.7503,5.6022,30.084,44.9395,1.4938,10.1915,15.2241,23.016,19.18,12.8522,19.16,1736.5,1330.85,1298.54,1238,1225.5,1235.25,1298.54,1298.54,1286.17,179.9,169.44,453,142,1.525,167.5,166.25,1.0555,1.0368,66.15,10.3,2179,1.1734,1.4545,3.1115,6.835,152.3,39,83.83,340,2.977,1.065,2.855,2.818,0.47,NULL,99.69,190,171,3.895,108,103.95,800,1455,1355,9.9188,15.965,552.6,0.4684,0.455,6.73,6.0825,8.985,0.1,2.65,3.63,1.51,3.25,0.05,2.07,1.87,2.27,0.22,103.96,3527.65,1073.68,836.3,2096.5,"2013-07-08 00:00:00"
-2.036,0.485,0.3,0.35,0.217,0.46,0.46,0.46,0.46,0.46,0.1407,4.2436,3.554,4.4929,3.3261,3.5724,0.2493,0.0185,3.6882,3.1557,4.426,2.5374,2.626,0.7378,-0.5298,3.2393,2.789,3.0022,1.3102,1.3353,0.4311,-0.2371,-1.4537,0.525,0.46,0.575,0.475,0.475,0.825,1.0927,1.6205,30.0169,25.878,20.2393,339.573,292.75,228.961,5.0164,4.3247,3.3824,129.23,60.259,3.6606,3.1865,1.2445,33.05,31.29,6.1293,1142.46,1.946,7.4587,5.429,4.7259,49.0165,46.4062,9.0904,1694.38,2.8861,89.3701,1.0534,1.5623,5.8335,8.6516,0.7821,1.1599,0.6743,7.7565,11.5037,101.07,149.897,1.2744,1.89,6.1992,9.194,0.8621,0.9733,1.4435,1.2804,1.899,6.8103,10.1003,3.7502,5.5619,30.109,44.6547,1.4831,10.0588,14.9182,23.136,19.28,12.8533,19.1,1740,1352.65,1310.19,1258.28,1252,1255.5,1310.19,1310.19,1297.71,179.52,169.68,458,142,1.525,166.25,164.25,1.0555,1.0368,66.15,10.3,2191,1.1974,1.4776,3.076,6.93,148.7,39,83.9,340,2.988,1.065,2.863,2.875,0.47,NULL,98.92,190,171,3.935,107.27,103,802,1463,1363,10.2988,16.1,562.3,0.4691,0.455,6.865,6.2375,8.8625,0.1,2.65,3.64,1.5,3.25,0.04,2.06,1.86,2.26,0.23,104.06,3545.89,1090.52,838,2086.29,"2013-07-09 00:00:00"
-2.0663,0.485,0.31,0.36,0.217,0.455,0.455,0.455,0.455,0.455,0.1407,4.2218,3.5738,4.4483,3.3003,3.5451,0.2265,-0.0287,3.697,3.1975,4.3917,2.5131,2.6004,0.6947,-0.5971,3.2824,2.8577,2.9565,1.3075,1.3324,0.4293,-0.3259,-1.5253,0.525,0.46,0.575,0.475,0.475,0.845,1.0898,1.6288,30.1663,25.952,20.1835,341.277,293.6,228.34,5.03,4.3273,3.3655,128.67,59.863,3.6462,3.1805,1.2439,32.935,31.235,6.1336,1135.73,1.9593,7.4581,5.4496,4.7536,49.2247,46.6838,9.1673,1697.46,2.9284,89.4712,1.0512,1.5711,5.8004,8.6692,0.7777,1.1624,0.6691,7.7566,11.593,100.07,149.565,1.2794,1.9122,6.1289,9.1603,0.8603,0.9674,1.4459,1.2748,1.9053,6.758,10.1006,3.7501,5.6049,29.98,44.8081,1.4946,10.0438,15.0115,23.16,19.3,12.9956,19.37,1761.5,1353.2,1311.77,1258.79,1252.25,1256,1311.77,1311.77,1299.27,178.92,169.81,458,143,1.5125,167.25,168.5,1.065,1.0368,66.15,10.3,2183,1.1802,1.4619,3.101,7.02,148.7,39,NULL,340,3,1.065,2.875,2.942,0.47,101,99.15,180,171,3.89,108.12,104.57,815,1470,1370,10.2938,16.055,558.2,0.4685,0.455,6.885,6.29,8.8625,0.09,2.7,3.68,1.54,3.25,0.04,2.06,1.87,2.25,0.23,104.69,3583.13,1094.95,850.63,2109.29,"2013-07-10 00:00:00"
-2.086,0.485,0.32,0.37,0.218,0.455,0.455,0.455,0.455,0.455,0.1421,4.1922,3.5748,4.4118,3.2717,3.5105,0.2196,-0.0643,3.7038,3.2137,4.3563,2.4873,2.566,0.6525,-0.6477,3.3052,2.8771,2.9099,1.2845,1.3065,0.4318,-0.3953,-1.5707,0.525,0.46,0.575,0.475,0.475,0.845,1.0934,1.6526,30.1083,25.975,19.9195,339.346,292.76,224.509,5.0139,4.3256,3.3172,128.76,59.834,3.6064,3.1685,1.2401,32.59,31.11,6.135,1124.91,1.957,7.4584,5.4511,4.7892,49.2598,47.0228,9.2731,1700.3,2.958,90.4391,1.0401,1.5721,5.7196,8.6452,0.7669,1.1591,0.6616,7.7569,11.7246,98.74,149.245,1.2789,1.9331,6.092,9.2081,0.8627,0.951,1.4374,1.2614,1.9066,6.6889,10.1102,3.7505,5.6689,29.875,45.1561,1.5115,9.9765,15.0795,24.096,20.08,13.1326,19.85,1800.5,1384.42,1345.79,1287.83,1280.75,1285,1345.79,1345.79,1332.97,178.82,169.21,458,143,1.495,167.5,167,1.065,1.0368,66.15,10.3,2244,1.462,1.1802,3.1835,7.06,148.7,39,NULL,340,2.998,1.065,2.873,2.977,0.47,101,98.89,180,173,3.8875,108.24,106.15,828,1505,1405,10.3938,15.98,558.2,0.4685,0.455,6.93,6.285,8.7725,0.09,2.6,3.64,1.4,3.25,0.04,2.04,1.82,2.26,0.23,104.81,3584.06,1097.44,843.15,2145,"2013-07-11 00:00:00"
-2.0692,0.485,0.33,0.38,0.22,0.45,0.445,0.45,0.45,0.44,0.1421,4.133,3.5247,4.3912,3.2232,3.4649,0.2582,-0.0597,3.6399,3.1674,4.2884,2.4322,2.5036,0.6485,-0.6638,3.27,2.842,2.8287,1.2363,1.2646,0.4312,-0.4413,-1.5774,0.525,0.46,0.57,0.475,0.475,0.845,1.1038,1.6687,30.0924,25.982,19.905,338.426,292.2,223.857,4.9774,4.2975,3.2923,129.77,59.933,3.5978,3.1755,1.2373,32.663,31.16,6.1373,1124.3,1.9539,7.4579,5.4392,4.8007,49.3799,47.1077,9.2784,1699.72,2.9539,90.6067,1.039,1.5708,5.7136,8.6377,0.7661,1.1582,0.6615,7.7581,11.7287,99.42,150.303,1.2822,1.9385,6.0699,9.1764,0.8634,0.9479,1.433,1.2629,1.9093,6.6828,10.103,3.7502,5.6696,29.884,45.1786,1.5118,9.9633,15.0625,23.808,19.84,13.0225,19.66,1790.5,1378.77,1343.06,1282.58,1275,1279.75,1343.06,1343.06,1330.26,178.63,169.09,458,141,1.46,167.5,165,1.0599,1.0163,66.15,10.3,2241,1.1962,1.4787,3.1705,6.83,148.7,39,NULL,340,3.03,1.065,2.907,3.063,0.47,101,97.58,180,173,3.8475,107.33,104.58,823,1503,1403,10.0763,15.425,563.9,0.4605,0.455,6.955,6.2975,8.665,0.09,2.61,3.64,1.43,3.25,0.04,2.06,1.84,2.28,0.23,104.82,3590.14,1087.46,852.37,2143.2,"2013-07-12 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.15,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-07-13 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.15,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-07-14 00:00:00"
-2.0469,0.485,0.33,0.38,0.219,0.455,0.455,0.455,0.455,0.45,0.1421,4.1288,3.5243,4.4092,3.2431,3.4852,0.2804,-0.0391,3.647,3.172,4.3106,2.4524,2.5251,0.6637,-0.6469,3.2783,2.8384,2.8514,1.2556,1.2834,0.4313,-0.4268,-1.555,0.525,0.46,0.575,0.475,0.475,0.845,1.1,1.6614,30.1142,26.013,19.9379,338.407,292.32,224.051,4.9661,4.2898,3.288,130.31,59.97,3.5793,3.1905,1.2401,32.6314,31.15,6.1373,1121.84,1.938,7.4574,5.4062,4.8189,49.2865,47.049,9.2698,1694.43,2.9272,90.5787,1.0409,1.5722,5.7158,8.6331,0.7665,1.1577,0.6621,7.7582,11.718,99.88,150.859,1.2799,1.9332,6.0792,9.182,0.8638,0.9505,1.4356,1.265,1.9107,6.6909,10.1059,3.7502,5.6643,29.851,45.087,1.5104,9.9035,14.9582,23.856,19.88,13.1624,19.82,1761.5,1384.15,1349.25,1287.58,1281.25,1284.75,1349.25,1349.25,1336.4,176.86,168.72,458,141,1.48,167.5,164.5,1.0567,1.0163,66.15,10.3,2226,1.1588,1.439,3.161,6.73,148.7,39,NULL,340,3.03,1.065,2.9,3.034,0.47,99,98.54,180,173,3.8575,108.99,106.05,830,1513,1413,10.1525,15.655,568,0.4567,0.455,6.835,6.18,8.565,0.09,2.57,3.61,1.4,3.25,0.04,2.1,1.86,2.34,0.23,105.31,3584.23,1082.88,854.3,2130.18,"2013-07-15 00:00:00"
-2.2032,0.485,0.33,0.38,0.219,0.455,0.455,0.455,0.455,0.455,0.1421,4.1038,3.5192,4.4277,3.2087,3.4566,0.324,-0.0626,3.6271,3.1826,4.2801,2.3914,2.4605,0.653,-0.7221,3.246,2.8836,2.7681,1.181,1.212,0.4266,-0.4778,-1.6715,0.525,0.46,0.575,0.475,0.475,0.845,1.0832,1.6383,29.8758,25.949,19.7526,336.752,292.49,222.646,4.8888,4.2462,3.2322,130.44,59.28,3.5634,3.189,1.2371,32.435,31.045,6.1345,1117.94,1.922,7.4572,5.3896,4.8234,49.0579,46.9556,9.2784,1690.88,2.907,89.661,1.0396,1.5724,5.6765,8.5857,0.7612,1.1513,0.6612,7.7578,11.7337,99.29,150.176,1.2697,1.9204,5.9929,9.0643,0.8686,0.9417,1.4243,1.2596,1.9051,6.5828,9.9565,3.7505,5.6726,29.786,45.0513,1.5125,9.8385,14.8807,24.024,20.02,13.2058,19.95,1752.5,1391.43,1356.5,1294.35,1286,1291.5,1356.5,1356.5,1343.58,176.9,168.98,493,141,1.4825,167.5,165,1.0567,1.0163,63.15,10.3,2294,1.1946,1.4769,3.1995,6.76,142.8,39,NULL,345,3.045,1.065,2.924,3.025,0.47,99,98.15,180,173,3.8675,109.05,106.44,840,1526,1426,10.2825,15.76,568.3,0.4554,0.455,6.8375,6.2075,8.39,0.09,2.55,3.58,1.38,3.25,0.03,2.14,1.89,2.39,0.24,105.39,3596.73,1089.76,854.33,2144,"2013-07-16 00:00:00"
-2.2162,0.485,0.32,0.37,0.22,0.45,0.45,0.45,0.45,0.445,0.1414,4.0906,3.5336,4.4292,3.2311,3.4804,0.3386,-0.0532,3.6723,3.2028,4.3359,2.4134,2.4879,0.6636,-0.7149,3.2687,2.8778,2.8048,1.1774,1.2079,0.4309,-0.4639,-1.6699,0.525,0.46,0.575,0.475,0.475,0.845,1.085,1.6461,30.0207,25.907,19.7869,339.038,292.58,223.463,4.9219,4.2475,3.2441,130.6,59.345,3.582,3.1915,1.236,32.395,31.055,6.1351,1117.31,1.9167,7.4574,5.4346,4.8421,49.1497,47.1166,9.3082,1695.18,2.908,90.0382,1.0428,1.5821,5.6957,8.6415,0.7638,1.1588,0.6591,7.7578,11.7701,99.75,151.341,1.266,1.9207,6.0028,9.1075,0.863,0.944,1.4322,1.262,1.9147,6.5848,9.9905,3.7504,5.6901,29.82,45.2429,1.5172,9.8495,14.9437,24.12,20.1,13.0272,19.83,1772.5,1397.62,1342.74,1300.11,1284.25,1297.25,1342.74,1342.74,1329.95,176.25,168.66,493,141,1.4825,169.25,168,1.065,1.0163,63.15,10.3,NULL,1.2116,1.497,3.1405,6.765,142.8,39,84.07,345,3.073,1.065,2.955,2.996,0.47,99,97.5,195,173,3.8575,107.9,105.78,840,1526,1426,10.125,15.715,565.6,0.4562,0.455,6.795,6.1975,8.3775,0.09,2.52,3.57,1.33,3.25,0.03,2.14,1.9,2.38,0.24,105.28,3592.28,1088.37,857.52,2118.25,"2013-07-17 00:00:00"
